video_id,segment_id,sentence,predicted_label,review_reason
odLBmYsUaHI,1,put the brussel sprouts in the oven,Bake,Prediction is not clearly separated enough for normal use.
odLBmYsUaHI,5,put some parmesan cheese and mozzarella cheese on the chicken,Cut,Margin below manual review threshold.
lgg6luYfQ1w,2,fold the dough over the cheese,Cut,Margin below manual review threshold.
lgg6luYfQ1w,5,add mozzerella cheese on top of the sauce,Mix,Margin below manual review threshold.
lgg6luYfQ1w,6,place pepperoni on top of the pizza,Plate,Margin below manual review threshold.
lgg6luYfQ1w,8,brush the crust with melted butter,Cook-Heat,Margin below manual review threshold.
EP2OBrPPWtU,5,coat the onion rings in the batter,Prep,Margin below manual review threshold.
9guuyTr8EUg,5,add the vegetables to the wok and stir,Cook-Heat,Margin below manual review threshold.
9guuyTr8EUg,7,heat the paste in the microwave,Bake,Margin below manual review threshold.
9guuyTr8EUg,8,place the filling on the corner of the wrapper,Idle,Margin below manual review threshold.
9guuyTr8EUg,12,place the spring rolls in the oil,Cook-Heat,Margin below manual review threshold.
9guuyTr8EUg,13,cook the spring rolls until golden brown,Bake,Margin below manual review threshold.
lBnuFn9q3Xs,2,mix the seasoning with the filling,Season,Margin below manual review threshold.
lBnuFn9q3Xs,3,place the filling on the wrapper,Idle,Margin below manual review threshold.
lBnuFn9q3Xs,4,wrap up the spring roll,Idle,Margin below manual review threshold.
fqqpdOpgkdc,2,put the sauce on the taco,Plate,Margin below manual review threshold.
GCwrUPndL4g,0,peel and chop shred the potatoes,Cut,Low margin and multiple action groups detected: Prep|Cut
GCwrUPndL4g,2,grate an onion and add to the potatoes,Cut,Margin below manual review threshold.
GCwrUPndL4g,6,add a tbsp of garlic powder and mix everthing,Mix,Margin below manual review threshold.
5haTwcEIyE8,2,coat the onion in the batter and the bread crumbs,Cut,Margin below manual review threshold.
5haTwcEIyE8,4,flip the onion rings over and bake in the oven,Bake,Prediction is not clearly separated enough for normal use.
sb58mkT8_ak,11,juice a lime,Idle,Margin below manual review threshold.
dsI9QVhmsGg,1,stuff the hot dog,Idle,Prediction is not clearly separated enough for normal use.
z1S8WkUoQtU,4,dip the rings into the batter,Idle,Margin below manual review threshold.
m6Fuxu5LjYg,0,add buttermilk egg salt and hot sauce and whisk,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
m6Fuxu5LjYg,1,add chicken to the mixture,Mix,Margin below manual review threshold.
m6Fuxu5LjYg,4,coat the chicken in the flour mixture,Season,Margin below manual review threshold.
83sNHrKGcqY,2,add minced garlic,Season,Margin below manual review threshold.
83sNHrKGcqY,6,put the cooked meat and some sliced avocado tomato sour cream and cheese inside the tortilla,Plate,Margin below manual review threshold.
0_Ifseq4Eg8,6,chop taragon and mix into the dressing,Mix,Moderate-low margin with connector and multiple action groups detected: Cut|Mix
0_Ifseq4Eg8,9,slice an apple and add to the salad,Cut,Margin below manual review threshold.
irnNm5jRo1U,3,press a slice of salmon into a ball of rice,Plate,Prediction is not clearly separated enough for normal use.
pYhiIrlXY7I,4,stir a bit and cook until browned and crust forms,Cook-Heat,Low margin and multiple action groups detected: Mix|Cook-Heat
EizSoy7Ztto,1,add the pork ginger and green onion to the pot of water,Season,Margin below manual review threshold.
EizSoy7Ztto,6,pour the soup over the noodles,Mix,Margin below manual review threshold.
I2AbLUtNSMI,5,serve it with fried sausage and egg,Plate,Prediction is not clearly separated enough for normal use.
pq2PcaRnzc4,3,cook on the stove until buubles form,Bake,Prediction is not clearly separated enough for normal use.
pq2PcaRnzc4,4,combine in a bowl ground beef onions salt pepper an egg bread crumbs and barbeque sauce,Season,Low margin and multiple action groups detected: Mix|Season
pq2PcaRnzc4,6,when the water boils cook the ramen until soft and then drain,Cook-Heat,Low margin and multiple action groups detected: Prep|Cook-Heat
pq2PcaRnzc4,12,cut circles out of the ramen and fry,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cut|Cook-Heat
pq2PcaRnzc4,13,add the burger patty and cheese to the bottom ramen disk and kethup to the top ramen disk and combine,Mix,Prediction is not clearly separated enough for normal use.
Y9eViE3LY6U,0,boil peel and cut up an egg,Prep,Low margin and multiple action groups detected: Prep|Cut|Cook-Heat
Y9eViE3LY6U,3,combine mayonnaise crushed garlic chopped anchovy fillets and lemon juice,Cut,Margin below manual review threshold.
eWBSMD3BiHM,3,add baby corn capsicum and spring onions to the wok,Season,Margin below manual review threshold.
eWBSMD3BiHM,10,pour the sauce in the center of the rice,Plate,Margin below manual review threshold.
0EuykeOvGg4,3,spoon away the leftover meat,Plate,Prediction is not clearly separated enough for normal use.
5IL3Zl6rUu4,3,boil the noodles water,Cook-Heat,Margin below manual review threshold.
shG7q7jqfsY,2,put the punctured brats in the hot beer and cook for 15 minutes,Prep,Margin below manual review threshold.
IDu5czNIM1w,0,peel the potatoes and cut them,Prep,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
IDu5czNIM1w,1,put the potatoes in a pot and cover them with cold water add some salt and bring the water to boil,Prep,Low margin and multiple action groups detected: Cook-Heat|Season
IDu5czNIM1w,5,add butter grated parmesan cheese chopped chives cream cheese and minced garlic,Season,Margin below manual review threshold.
IDu5czNIM1w,6,mash the potatoes,Prep,Margin below manual review threshold.
tkuST4Ku37s,2,add the garlic to a pan,Cook-Heat,Margin below manual review threshold.
4PAmIrh4heE,3,chop the mint leaves some parsley and coriander leaves and put them in the processor,Cut,Margin below manual review threshold.
4PAmIrh4heE,4,turn on the food processor and combine the herb with chickpea crumbs,Mix,Margin below manual review threshold.
QX3bwt9eINk,2,massage it thoroughly,Idle,Margin below manual review threshold.
ZcsshMf0NTI,0,peel and chop 1 medium cucumber into small squares  deseed and chop  of red bell pepper into small squares,Cut,Moderate-low margin with connector and multiple action groups detected: Prep|Cut|Season
ZcsshMf0NTI,4,then add tomatoes cucumber bell pepper celery and herbs and mix all the ingredients together well adding some more lime juice,Mix,Low margin and multiple action groups detected: Mix|Season
ZcsshMf0NTI,6,chop some cherry tomatoes and arrange the tomatoes around the dish place the bell pepper and herbs as garnishing and serve,Plate,Low margin and multiple action groups detected: Cut|Season|Plate
OT-kq11Q8fU,2,add some black pepper and fine salt and mix it all up in to a batter,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
OT-kq11Q8fU,9,slice a lemon and serve calamari with it,Plate,Moderate-low margin with connector and multiple action groups detected: Cut|Plate
XkH9lXa6ykU,4,mix mayonnaise lemon zest and pepper together,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
Epl4sPuetO0,3,cook noodles in a pot,Cook-Heat,Margin below manual review threshold.
DViAejsp_rQ,0,spread the dosa batter on the pan,Mix,Margin below manual review threshold.
DViAejsp_rQ,1,drizzle oil on the dosa,Cook-Heat,Margin below manual review threshold.
DViAejsp_rQ,2,spread the chutney on the dosa,Idle,Prediction is not clearly separated enough for normal use.
DViAejsp_rQ,3,place the masala on the dosa,Idle,Margin below manual review threshold.
DViAejsp_rQ,4,fold the dosa over,Idle,Top1 score below manual review threshold.
p_-xXIdhgzU,4,peel and cut some potatoes,Prep,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
p_-xXIdhgzU,5,drain the potatoes and fry them in the oil,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Prep|Cook-Heat
sv8jRCmi3Ro,1,spread the tomatoes on a baking sheet and add oil and salt,Season,Low margin and multiple action groups detected: Bake|Season
sv8jRCmi3Ro,9,remove tomatoes from the oven,Bake,Prediction is not clearly separated enough for normal use.
lYiKwaclCZQ,2,marinate the shrimp with the paste,Plate,Margin below manual review threshold.
lYiKwaclCZQ,4,add a little curry powder a chicken stock cube and water,Cook-Heat,Margin below manual review threshold.
GrCrG-EMr8g,1,take shredded crab meat and add some mayonnaise and mix it well,Mix,Margin below manual review threshold.
GrCrG-EMr8g,4,sprinkle some sesame seeds inside,Mix,Margin below manual review threshold.
GrCrG-EMr8g,5,take the bottom and roll it tightly to seal the edges and roll it,Idle,Margin below manual review threshold.
C0gWH2E4lWg,8,garnish the mashed potatoes with chard leaves,Season,Margin below manual review threshold.
ekguuiYx5xU,4,place the salmon slices on the slices,Cut,Prediction is not clearly separated enough for normal use.
P_eepz1z7H8,2,place the shrimp on the other side of the paper,Cut,Margin below manual review threshold.
P_eepz1z7H8,4,roll up the spring roll,Idle,Prediction is not clearly separated enough for normal use.
im-aWyUQGrg,1,add the onion bell pepper and bean sprout to the wok,Season,Margin below manual review threshold.
im-aWyUQGrg,3,add the curry powder oyster sauce soy sauce and chili to the wok,Season,Margin below manual review threshold.
vwtelJNe7ls,5,spread butter on the bread,Mix,Margin below manual review threshold.
DErbTrN8v1M,5,spread mashed sweet potato in the center of the tortilla,Prep,Margin below manual review threshold.
D7K6_0gtpHQ,1,add lemon juice white wine and the mussels to the pot,Season,Margin below manual review threshold.
D7K6_0gtpHQ,3,take the mussels out and pour some cream into the pot,Mix,Margin below manual review threshold.
D7K6_0gtpHQ,4,chop some fresh parsley,Cut,Prediction is not clearly separated enough for normal use.
D7K6_0gtpHQ,5,pour the cooked milk mixture and the parsley on top of the mussels,Mix,Margin below manual review threshold.
xhXcJ6bhX2w,1,stir while cooking pasta and drain,Cook-Heat,Low margin and multiple action groups detected: Prep|Mix
xhXcJ6bhX2w,4,incorporate salt and pepper mix it and add beaten eggs and stir,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
lrx9H0-W2Kk,3,cover the meat with flour,Prep,Margin below manual review threshold.
7oyGV_6UBJs,1,add black pepper and mix it,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
7oyGV_6UBJs,5,remove the bratwurst out of the pot,Cut,Margin below manual review threshold.
7oyGV_6UBJs,6,add the grilled bratwurst to the pot,Cook-Heat,Margin below manual review threshold.
Mm6Ay5ez6Ig,2,chop the celery and add it to the pan,Mix,Margin below manual review threshold.
Mm6Ay5ez6Ig,3,cut up the mushrooms and add to the pan,Cut,Prediction is not clearly separated enough for normal use.
Mm6Ay5ez6Ig,5,chop the green onion and add to the pan,Cut,Margin below manual review threshold.
Mm6Ay5ez6Ig,7,chop up the cilantro and add it and sprouts to the pan,Cook-Heat,Margin below manual review threshold.
Mm6Ay5ez6Ig,8,add the peas to the filling and toss,Mix,Margin below manual review threshold.
Mm6Ay5ez6Ig,9,place the filling on the wrapper,Idle,Margin below manual review threshold.
Mm6Ay5ez6Ig,10,roll up the spring roll,Idle,Prediction is not clearly separated enough for normal use.
i_wZnw6f5Fw,1,add the ginger carrots and celery and stir fry 2 minutes,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
i_wZnw6f5Fw,7,when the soup boils turn the heat down and let it simmer for three to four minutes,Idle,Margin below manual review threshold.
OWtnI3m-p8g,0,crush the garlic mash with salt and chop,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Season
OWtnI3m-p8g,9,cut up the tomatos and add them to the salad,Cut,Margin below manual review threshold.
p8ZGmL-8w6E,2,chop the scallians and add them to bowl with the herbs,Cut,Prediction is not clearly separated enough for normal use.
vyDO2t9m0H8,8,place the tempeh and slaw on the bread,Cut,Margin below manual review threshold.
JXCmp1jMi0w,4,coat the chicken well with the flour mixture in a paper bag,Mix,Margin below manual review threshold.
JXCmp1jMi0w,5,beat some eggs and whisk them well,Mix,Margin below manual review threshold.
JXCmp1jMi0w,6,add some water ketchup and garlic powder while whisking,Mix,Margin below manual review threshold.
MCtF5tRCRUk,1,stir butter into the eggs,Mix,Margin below manual review threshold.
MCtF5tRCRUk,2,squeeze lemon juice into the sauce,Idle,Margin below manual review threshold.
MCtF5tRCRUk,7,place the poached egg on the layer of ham,Prep,Margin below manual review threshold.
ukdv_PowcM8,0,put 2 slices of pineapple on the grill and cook and simultaneously place the burger patties on the grill and season the patty  and cook for 7 min place a slice of swiss cheese and the pineapples on the patty while it's cooking,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cut|Cook-Heat|Season
eVfyYRcTijk,5,chop some parsley thyme and toss with potatoes salt and pepper,Season,Moderate-low margin with connector and multiple action groups detected: Cut|Mix|Season
eVfyYRcTijk,7,cut the fish into long strips and dip them in the batter,Cut,Prediction is not clearly separated enough for normal use.
MBDYDoIbt5M,0,peel carrots and cut off the tops,Cut,Low margin and multiple action groups detected: Prep|Cut
CgbEMrfzmQQ,1,cook the pasta in the water,Plate,Margin below manual review threshold.
_GTwKEPmB-U,0,grate squeeze and add potato to a bowl,Cut,Margin below manual review threshold.
_GTwKEPmB-U,1,add flour to the potatoes and mix,Mix,Margin below manual review threshold.
_GTwKEPmB-U,5,scoop the batter on the pan,Cook-Heat,Margin below manual review threshold.
ZsAfIadkwj8,0,soak cook and mash chickpeas,Season,Margin below manual review threshold.
XeXQ23fgS38,3,put the ribs into a pot of water and cook,Cook-Heat,Margin below manual review threshold.
XeXQ23fgS38,6,add the moo teabag and galbi pieces to the pot,Cook-Heat,Margin below manual review threshold.
XeXQ23fgS38,7,remove the teabag and moo,Prep,Margin below manual review threshold.
XeXQ23fgS38,9,mix gook gnajang sesame oil minced garlic pepper and green onions with the moo,Season,Low margin and multiple action groups detected: Mix|Season
4gPBv7le5pw,8,add some basil,Season,Margin below manual review threshold.
LqCDIssigHo,9,spread a little mixed sauce on top of the meat and cook in oven for 30 minutes,Cook-Heat,Low margin and multiple action groups detected: Cook-Heat|Bake
LqCDIssigHo,10,take it out  spread the rest of the sauce and cook for another 30 minutes,Idle,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Idle
g0KDpc1kSjo,0,place the filling on the wrapper,Idle,Margin below manual review threshold.
g0KDpc1kSjo,1,roll up the spring roll half way,Idle,Margin below manual review threshold.
g0KDpc1kSjo,2,tuck the sides of the wrapper in and roll,Cut,Margin below manual review threshold.
L8ZRBTdq3mE,1,add lemon juice apple cider vinegar pomegranate syrup and olive oil and mix,Mix,Margin below manual review threshold.
6KCWzRfFyr4,0,chop zucchini add salt and toss,Prep,Moderate-low margin with connector and multiple action groups detected: Cut|Mix|Season
6KCWzRfFyr4,1,coarsely chop presoaked goshari,Cut,Prediction is not clearly separated enough for normal use.
6KCWzRfFyr4,3,add zucchini sesame oil and salt and remove from the heat,Cook-Heat,Low margin and multiple action groups detected: Prep|Cook-Heat|Season
6KCWzRfFyr4,7,chop carrot and green onions and mix with soy sauce sugar and sesame oil,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Mix
6KCWzRfFyr4,8,add bean sprouts cooked zucchini goshari spinach shiitake mushroom chopped carrots and cooked beef to rice,Cook-Heat,Margin below manual review threshold.
6KCWzRfFyr4,9,add pepper cooked egg sesame oil red pepper paste and mix everything,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
vOJkQwF2eno,6,fold the pot stickers and pinch the edges,Cut,Margin below manual review threshold.
k38Al8giI-U,0,put some wasabi on a piece of salmon,Prep,Margin below manual review threshold.
k38Al8giI-U,1,put a small portion of rice on top,Plate,Prediction is not clearly separated enough for normal use.
yTPJ_u_qxDU,4,grill the marinated ribs well and serve with chopped leeks and red onions,Plate,Low margin and multiple action groups detected: Cook-Heat|Plate
WcNepcoPYmA,0,cut the chicken breasts into half and set them on a baking sheet,Cook-Heat,Low margin and multiple action groups detected: Cut|Bake
WcNepcoPYmA,1,combine parmesan cheese bread crumbs and basil,Mix,Margin below manual review threshold.
WcNepcoPYmA,4,add spaghetti sauce and mozzarella cheese,Plate,Margin below manual review threshold.
Y9tnBIxTbnw,3,add spinach to a pot of boiling water,Cook-Heat,Margin below manual review threshold.
Y9tnBIxTbnw,11,add shrimp to the pan and stir,Mix,Prediction is not clearly separated enough for normal use.
LKrI9pGpM78,0,add some salt to the boiling water and add 13 oz spaghetti to cook,Season,Low margin and multiple action groups detected: Cook-Heat|Season
LKrI9pGpM78,5,drain the spaghetti and mix it with guanciale,Mix,Low margin and multiple action groups detected: Prep|Mix
3tGhLc48eX8,6,grate cheese on the mixture,Cut,Margin below manual review threshold.
05ZSU-5UkXw,1,add tomatoes cucumbers chickpeas green onions and feta to a plate with lettuce,Plate,Margin below manual review threshold.
x6noOknBPDI,3,insert all the marinated veggies and chicken to the soaked skewing sticks,Cook-Heat,Margin below manual review threshold.
x6noOknBPDI,5,pour the leftover marinated sauce on it while its cooking,Idle,Prediction is not clearly separated enough for normal use.
6H8tPeQGhMY,4,roll the spring roll up,Idle,Top1 score below manual review threshold.
Nlo-leQLQqs,0,add dashi and chopped daikon radish to a pot,Plate,Margin below manual review threshold.
Nlo-leQLQqs,3,turn on the heat to warm up the soup,Cook-Heat,Margin below manual review threshold.
iEDDZvKZLMk,6,add chopped peanuts to the dish,Cut,Margin below manual review threshold.
paiJGvLILKE,6,put the cooked beef in between,Cook-Heat,Margin below manual review threshold.
paiJGvLILKE,7,add herbs and carrot daikon and hot sauce in between and serve,Plate,Margin below manual review threshold.
lyjRwe9kGDg,7,mix some tomato sauce brown sugar and mustard and pour to the baking pan,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Mix|Bake
WRtoMalV4Zo,1,add cubed onions to the pot and stir,Cut,Margin below manual review threshold.
WRtoMalV4Zo,7,pour water into the pot stir and cover the pot and wait for a few minutes,Cook-Heat,Low margin and multiple action groups detected: Mix|Idle
JYzdSgVKWTA,1,add mushrooms lime juice and fish sauce to the pot,Cook-Heat,Margin below manual review threshold.
JYzdSgVKWTA,3,add shrimp to the pot,Plate,Prediction is not clearly separated enough for normal use.
CvSyuGqTrqk,5,dip fish slices into batter,Cut,Margin below manual review threshold.
CvSyuGqTrqk,8,remove potatos from pan and add to plate with fish,Plate,Moderate-low margin with connector and multiple action groups detected: Prep|Plate
so-RuJQY1d0,4,add the marinated vegetables into the pan and mix evenly to cover the veggies,Cook-Heat,Margin below manual review threshold.
so-RuJQY1d0,8,put a layer of  rice to the bottom of the dish and sprinkle little garam masala over it,Plate,Margin below manual review threshold.
so-RuJQY1d0,10,repeat the same layers again,Idle,Top1 score below manual review threshold.
so-RuJQY1d0,11,sprinkle saffron oil over it and finally top it with fried onions and cilantro,Season,Margin below manual review threshold.
V9GsyAcKk_c,3,add some green onions add the cooked cabbage and potatoes and smash all the ingredients,Prep,Margin below manual review threshold.
ijQMlWG0qd8,0,place the cooked pasta in a large bowl add 1 cup of sweet corn,Plate,Prediction is not clearly separated enough for normal use.
#NAME?,2,chop and cook the pancetta in a pan,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cut|Cook-Heat
rwYaDqXFH88,6,slice the tomatoes spread the sauce on the burger base and place tomato and spinach on top,Cut,Margin below manual review threshold.
BByjyvBp6gI,0,heat water to boil and add a pinch of salt and olive oil,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Season
4SnAlRlxlFk,3,mash the potatoes,Prep,Margin below manual review threshold.
7ghf2NpsdcM,5,mix wine soy sauce sesame oil cornstarch water chili paste vinegar and brown sugar,Mix,Margin below manual review threshold.
7ghf2NpsdcM,8,mix the sauce with the chicken,Mix,Margin below manual review threshold.
rWdhkAXfEAY,3,lightly beat the eggs with cream grated cheese and season it with black pepper,Mix,Low margin and multiple action groups detected: Mix|Season
rWdhkAXfEAY,5,sprinkle parsley and cheese before serving,Plate,Prediction is not clearly separated enough for normal use.
#NAME?,1,place beef carrot garlic and the sachet in a big bowl,Cut,Margin below manual review threshold.
#NAME?,2,add wine cover with cling film and place it in fridge,Idle,Top1 score below manual review threshold.
#NAME?,7,add the beef broth wine marinade stock and the sachet,Idle,Margin below manual review threshold.
#NAME?,13,remove the sachet and garnish with parsley,Prep,Low margin and multiple action groups detected: Prep|Plate
lC8B_Yx6Qzg,0,mix diced cucumber yellow pepper chopped tomato green onion and lettuce,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
lC8B_Yx6Qzg,7,toss everything well and serve,Idle,Low margin and multiple action groups detected: Mix|Plate
ucaCmhNo78k,3,put the hash brown mixture in the oven,Bake,Prediction is not clearly separated enough for normal use.
BL8oJSnL4EE,4,add gravy to the pot on onions,Season,Margin below manual review threshold.
BL8oJSnL4EE,6,squeeze the mashed potatoes onto the plate,Plate,Prediction is not clearly separated enough for normal use.
BL8oJSnL4EE,7,place the sausages on the mashed potatoes,Cook-Heat,Margin below manual review threshold.
BL8oJSnL4EE,8,pour gravy on top of the sausages,Cook-Heat,Margin below manual review threshold.
Bc0CuJFFSeg,4,push it down and seal the crock for 2 weeks,Prep,Margin below manual review threshold.
9zqwA2munL0,7,add rice noodles to the wok,Cook-Heat,Margin below manual review threshold.
Ns8su84olsQ,1,add oil garlic dried shrimp pickled radish to the wok,Prep,Margin below manual review threshold.
Ns8su84olsQ,6,add bean sprouts scallians peanuts and gently stir,Mix,Margin below manual review threshold.
Ns8su84olsQ,7,move pad tai from wok to plate and add the remaining bean sprouts scallions and peanuts to the plate,Prep,Margin below manual review threshold.
AcWeYhS3cDs,1,add soy sauce and sugar,Season,Margin below manual review threshold.
AcWeYhS3cDs,4,pour the marinade over the beef,Season,Margin below manual review threshold.
AcWeYhS3cDs,5,cover and refrigerate the beef,Idle,Margin below manual review threshold.
Hu1-l8xvJjU,5,add escargots and whipping cream and boil,Cook-Heat,Margin below manual review threshold.
SVihYubF078,1,crack and beat the eggs,Prep,Low margin and multiple action groups detected: Prep|Mix
o8HaMr9E8J8,1,pour salt on the cabbage and mix,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
o8HaMr9E8J8,3,mix salt and water and pour on top of the cabbage,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
#NAME?,0,boil the water,Cook-Heat,Margin below manual review threshold.
#NAME?,3,add the noodles and an egg to the boiling water,Cook-Heat,Margin below manual review threshold.
#NAME?,5,place the egg fish cake green onion and ika tenkasu on top of the noodles,Cook-Heat,Margin below manual review threshold.
uXbkxyyOEr4,1,adds prawns fish sauce soy sauce teriyaki sauce sesame oil minced garlic to a bowl and mix,Plate,Prediction is not clearly separated enough for normal use.
uXbkxyyOEr4,4,remove the fried prawns and drain the excess oil using paper towel and serve,Prep,Low margin and multiple action groups detected: Prep|Plate
r7i0dgOLdoo,6,add grease to a tray and add the meat,Plate,Prediction is not clearly separated enough for normal use.
zJoy52YuVXs,3,add parmesan and mozzerella to the top of the pizza,Plate,Prediction is not clearly separated enough for normal use.
LYj5-CdRIz0,2,stir and then add red bell pepper carrot bean sprouts and cabbage,Season,Low margin and multiple action groups detected: Mix|Season
LYj5-CdRIz0,7,take a spring roll wrapper and put the some vegetable mixture on it,Prep,Margin below manual review threshold.
PuOc9u9GjWU,0,cut large calamari into rings and put them in a bowl,Cut,Margin below manual review threshold.
PuOc9u9GjWU,2,add 75g plain flour 75g rice flour 1 tsp garlic powder tsp white pepper tsp salt marinated calamari and mix,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
PuOc9u9GjWU,5,fry the ready calamari in medium high heat oil until golden brown in batches and serve hot with dipping,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Plate
pPG5iylCGlA,4,add 1 tbsp olive oil to wok add cup of chopped onion cup of bell pepper ginger garlic and cook,Cook-Heat,Low margin and multiple action groups detected: Cook-Heat|Season
pPG5iylCGlA,6,add 1  tbsp of chili bean sauce and stir for couple of minutes or until the onion is ready,Mix,Prediction is not clearly separated enough for normal use.
pPG5iylCGlA,8,now add 10 ounces of diced tofu to it and stir gently and cook for 4-5 minutes,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
pPG5iylCGlA,9,add 1 tsp of cooking wine stir gently and cook,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
X4DYlEkdEaQ,2,pour the sauce over the fried wings and serve with celery sticks and blue cheese,Plate,Prediction is not clearly separated enough for normal use.
Nxt9F9WjdcU,0,peel and devein the shrimp and place in a pan,Cook-Heat,Margin below manual review threshold.
Nxt9F9WjdcU,4,add the remaining tempura flour to a pan,Bake,Margin below manual review threshold.
gB6Fd4D697s,6,add in cabbage spring onion and bean sprouts and cook until everything is ready,Prep,Margin below manual review threshold.
QRUXnp4mDUQ,0,place the nori down with the textured side up,Idle,Margin below manual review threshold.
QRUXnp4mDUQ,5,tuck and roll the sushi,Cut,Margin below manual review threshold.
NYhsc9ikk4I,4,flip the wings,Cook-Heat,Margin below manual review threshold.
NYhsc9ikk4I,7,coat the wings in sauce,Plate,Margin below manual review threshold.
rf_mGLJPnDk,2,as the water boils add choi sum stems and cook before setting aside,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Idle
rf_mGLJPnDk,5,add some salt and sugar and the prepared garlic oil to the sauce and stir,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
rf_mGLJPnDk,8,serve with char siew wonton soup and pickled green chilies,Plate,Prediction is not clearly separated enough for normal use.
svgC7Pcu3_0,4,add some avocado on the tuna and roll the sushi,Season,Margin below manual review threshold.
svgC7Pcu3_0,5,add some sesame seeds on top of the roll and cut the sushi roll,Cut,Prediction is not clearly separated enough for normal use.
G5dAW-jtLhg,5,pour soy sauce in the sandwich,Plate,Margin below manual review threshold.
G5dAW-jtLhg,6,place cilantro in the sandwich,Plate,Margin below manual review threshold.
uUqFphdLQ6g,1,chop the potatos,Cut,Prediction is not clearly separated enough for normal use.
uUqFphdLQ6g,8,add the cream and milk to the pot,Mix,Margin below manual review threshold.
uUqFphdLQ6g,9,add hot sauce and clams to the soup,Plate,Margin below manual review threshold.
4if72iBIiJ8,0,mix flour baking powder black pepper water and oil,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Bake|Season
4if72iBIiJ8,1,roll out the dough,Mix,Margin below manual review threshold.
4if72iBIiJ8,3,add mozzarella cheese on top,Cut,Margin below manual review threshold.
4if72iBIiJ8,4,add chopped mushroom and pepperoni on top,Plate,Prediction is not clearly separated enough for normal use.
x2O99s2EOXg,0,add oil cumin seeds garlic ginger and onion to a pan,Season,Margin below manual review threshold.
x2O99s2EOXg,3,add the potatos,Prep,Margin below manual review threshold.
pe64g9YAOtM,0,mix stock soy sauce hoisin sauce sugar vinegar and pepper,Mix,Low margin and multiple action groups detected: Mix|Season
pe64g9YAOtM,5,add the garlic ginger chicken and sauce to the pan,Cook-Heat,Margin below manual review threshold.
G_oxCFd1krc,0,chop some tomatoes to halves and put on a baking pan,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Bake
G_oxCFd1krc,3,spread some olive oil salt and pepper to the baking pan,Season,Moderate-low margin with connector and multiple action groups detected: Bake|Season
G_oxCFd1krc,4,roast the ingredients for 40 minutes,Bake,Prediction is not clearly separated enough for normal use.
G_oxCFd1krc,9,add more salt and pepper to the soup and stir,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
DvAiRex4JlQ,0,spread butter on the bread,Mix,Margin below manual review threshold.
DvAiRex4JlQ,1,place the bread on the pan,Bake,Margin below manual review threshold.
DvAiRex4JlQ,3,place the ham on the bread,Bake,Margin below manual review threshold.
DvAiRex4JlQ,4,place a piece of bread on top,Plate,Margin below manual review threshold.
YhevdroG7a4,0,remove the fat and skin of the chicken and keep it aside,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Prep|Idle
YhevdroG7a4,3,add chicken and mix everything well together so that chicken gets coated properly,Cook-Heat,Margin below manual review threshold.
YhevdroG7a4,5,add 1-2 cups of water based on the consistency required and cook for 15-20  minutes,Cook-Heat,Prediction is not clearly separated enough for normal use.
S4z2gmtUzHE,1,mince some garlic and chop some italian parsley,Cut,Margin below manual review threshold.
R-_LEZ41Pt4,2,crack an egg into it and stir until the egg is completely cooked,Mix,Low margin and multiple action groups detected: Prep|Mix
lEw8CgGjuGc,0,in a bowl mix ground beef blue cheese chives hot pepper sauce worcestershire sauce black pepper salt and mustard,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
lEw8CgGjuGc,1,cover and refrigerate for 2 hours,Idle,Prediction is not clearly separated enough for normal use.
