video_id,subset,recipe_type,segment_id,segment_start,segment_end,sentence,predicted_label,label_quality,recommended_sample_weight
k_PX3Pa5GdY,training,302,8,190,198,lift wrapper over top and tuck it under the filling,Mix,weak,0.5
k_PX3Pa5GdY,training,302,11,238,247,put rolls into hot oil,Cook-Heat,good,1.0
k_PX3Pa5GdY,training,302,12,248,255,remove roll from oil and put on a towel to drain,Prep,weak,0.5
kchoaU2HL-o,validation,115,0,95,172,mix egg cornmeal flour salt pepper and milk,Mix,good,1.0
kchoaU2HL-o,validation,115,1,181,207,mix melted butter with the batter,Mix,weak,0.5
kchoaU2HL-o,validation,115,3,335,356,place the corn dogs in the oil,Cook-Heat,weak,0.5
kchoaU2HL-o,validation,115,4,356,400,cook the corn dogs until brown,Cook-Heat,good,1.0
kdpQK9f-_xU,training,105,0,30,40,trim off excess skin and fat from pieces of chicken,Cut,good,1.0
kdpQK9f-_xU,training,105,1,44,58,place the chicken in a bowl and brine it in buttermilk,Cook-Heat,good,1.0
kdpQK9f-_xU,training,105,2,68,83,season the chicken with poultry seasoning garlic powder onion powder black pepper and smoked paprika,Season,good,1.0
kdpQK9f-_xU,training,105,3,86,89,rub the seasonings into the chicken by hand,Season,good,1.0
kdpQK9f-_xU,training,105,4,90,113,fill a bowl with flour white pepper garlic powder onion powder salt and mix by hand,Mix,good,1.0
kdpQK9f-_xU,training,105,5,114,127,coat the chicken in the flour,Cook-Heat,weak,0.5
kdpQK9f-_xU,training,105,6,128,146,place the chicken pieces in a pot of hot oil,Cook-Heat,good,1.0
khmRPBMz6do,training,308,0,43,57,slice tuna into small pieces,Cut,good,1.0
khmRPBMz6do,training,308,1,57,65,slice green onions,Cut,good,1.0
khmRPBMz6do,training,308,2,65,79,add some mayonnaise to the tuna in a bowl,Mix,good,1.0
khmRPBMz6do,training,308,3,79,115,add chili powder chili oil and green onions to the mixture and refrigerate the mixture,Season,good,1.0
khmRPBMz6do,training,308,8,237,247,cut the sushi,Cut,good,1.0
kj5y_71bsJM,training,120,1,118,141,press potatoes firmly in the pan,Cook-Heat,good,1.0
kj5y_71bsJM,training,120,2,144,151,cut and take out small patties of the potato,Cut,good,1.0
kj5y_71bsJM,training,120,3,156,184,fry the patties on a pan with oil,Cook-Heat,good,1.0
kpRcFx8JQl0,training,211,0,24,38,boil potatoes in water with salt,Season,good,1.0
kpRcFx8JQl0,training,211,1,44,58,peel the stems off the kale,Prep,good,1.0
kpRcFx8JQl0,training,211,2,58,75,slice the leeks,Cut,good,1.0
kpRcFx8JQl0,training,211,4,94,105,add the vegetables to boiling water,Prep,good,1.0
kpRcFx8JQl0,training,211,6,158,167,mash the potatoes with butter,Cook-Heat,good,1.0
kpRcFx8JQl0,training,211,7,167,185,mash the potatoes with the pureed vegetables,Prep,good,1.0
kpRcFx8JQl0,training,211,8,186,196,add salt and pepper to the mashed potatoes,Season,good,1.0
kpRcFx8JQl0,training,211,9,196,197,mix cream into the potatoes,Mix,weak,0.5
krb0QUDrmgQ,training,413,0,38,44,slice the cucumber carrot and radish,Cut,good,1.0
krb0QUDrmgQ,training,413,1,44,51,add vinegar and sugar to a pan,Cook-Heat,weak,0.5
krb0QUDrmgQ,training,413,2,56,64,add the carrots cucumber and radish to the pot,Prep,good,1.0
krb0QUDrmgQ,training,413,3,65,86,combine chicken honey soy sauce garlic and fish sauce,Season,weak,0.5
krb0QUDrmgQ,training,413,4,91,94,slice the jalepeno pepper,Cut,weak,0.5
krb0QUDrmgQ,training,413,5,95,109,cook the chicken on a grill pan,Cook-Heat,good,1.0
krb0QUDrmgQ,training,413,6,119,122,spread mayonnaise on the bread,Mix,good,1.0
krb0QUDrmgQ,training,413,7,123,136,place the vegetables on the bread,Prep,good,1.0
krb0QUDrmgQ,training,413,8,136,138,place the chicken on the bread,Cook-Heat,weak,0.5
ksSC0Fnjg00,training,413,0,41,46,slice the radish with the slicer,Cut,good,1.0
ksSC0Fnjg00,training,413,1,46,52,slice carrots with the slicer,Cut,good,1.0
ksSC0Fnjg00,training,413,2,58,60,add the marinade to the carrot and radish in a bowl,Prep,weak,0.5
ksSC0Fnjg00,training,413,3,60,63,add sugar and water to the vegetables,Prep,good,1.0
ksSC0Fnjg00,training,413,4,67,70,slice the french bread length wise,Cut,good,1.0
ksSC0Fnjg00,training,413,5,71,74,add french mayo to the bread,Mix,good,1.0
ksSC0Fnjg00,training,413,6,75,80,add vegetarian sliced ham to the sandwich,Cut,good,1.0
ksSC0Fnjg00,training,413,7,82,84,add sliced japanese cucumber to the sandwich,Cut,good,1.0
ksSC0Fnjg00,training,413,8,85,93,add the marinated vegetables to the sandwich,Season,weak,0.5
l1YSzo9n8EE,training,113,0,54,99,spread butter on one side of the bread slices,Cut,weak,0.5
l1YSzo9n8EE,training,113,1,103,112,place the bread butter side down onto a hot pan,Cook-Heat,good,1.0
l1YSzo9n8EE,training,113,2,130,138,place the cheddar cheese on top of the bread,Cut,weak,0.5
l1YSzo9n8EE,training,113,3,142,149,place the second slice of bread on top of the cheese,Cut,good,1.0
l1YSzo9n8EE,training,113,4,180,189,flip the sandwich to the other side,Cut,good,1.0
l1YSzo9n8EE,training,113,5,210,227,remove the sandwich from the pan and slice diagonally,Cut,good,1.0
l2E5jHfAENY,training,224,2,145,160,dip the meat the egg wash,Prep,good,1.0
l2E5jHfAENY,training,224,3,161,184,coat the meat in the bread crumbs,Cut,weak,0.5
l2E5jHfAENY,training,224,4,191,265,deep fry the schnitzel in olive oil,Cook-Heat,good,1.0
l2E5jHfAENY,training,224,5,266,280,take off the cooked schnitzel and drain the excess oil,Cook-Heat,good,1.0
l6Wblq6yIk0,training,321,0,66,78,add soy sauce rice vinegar honey chili garlic sauce chicken broth and cornstarch,Season,good,1.0
l6Wblq6yIk0,training,321,1,79,89,cut chicken into bite size pieces and toss with corn starch and black pepper,Cut,good,1.0
l6Wblq6yIk0,training,321,2,90,123,cut green onions mince ginger and chop broccoli,Cut,good,1.0
l6Wblq6yIk0,training,321,4,140,148,add oil to wok and swirl to coat,Cook-Heat,good,1.0
l6Wblq6yIk0,training,321,5,150,186,add chicken to the wok,Cook-Heat,good,1.0
l6Wblq6yIk0,training,321,6,187,196,remove cooked chicken pieces and replace with raw chicken,Cook-Heat,weak,0.5
l6Wblq6yIk0,training,321,7,197,198,remove all chicken and turn down heat,Cook-Heat,good,1.0
l6Wblq6yIk0,training,321,8,199,212,add onion garlic and ginger to wok and pour in sauce,Season,weak,0.5
lBguj96fa5w,validation,422,0,30,35,place the blended vegetables in a bowl,Mix,good,1.0
lBguj96fa5w,validation,422,1,54,65,place a block of tofu in the bowl and mash,Mix,weak,0.5
lBguj96fa5w,validation,422,2,67,138,add salt black pepper garlic sesame oil and ginger to the bowl and mix,Mix,good,1.0
lBguj96fa5w,validation,422,3,169,190,place the filling in the middle of the wonton wrapper and fold shut with egg,Mix,weak,0.5
lBnuFn9q3Xs,training,406,0,50,56,combine the pork carrots onions and shrimp,Cut,good,1.0
lBnuFn9q3Xs,training,406,1,56,62,mix the sugar garlic salt and ground pepper,Season,good,1.0
lBnuFn9q3Xs,training,406,2,62,80,mix the seasoning with the filling,Season,weak,0.5
lBnuFn9q3Xs,training,406,5,202,222,deep fry the spring rolls in the oil,Cook-Heat,good,1.0
lC8B_Yx6Qzg,validation,226,0,20,58,mix diced cucumber yellow pepper chopped tomato green onion and lettuce,Mix,good,1.0
lC8B_Yx6Qzg,validation,226,1,59,65,add chopped parsley to the mixture too,Mix,weak,0.5
lC8B_Yx6Qzg,validation,226,2,73,110,chop some fresh mint leaves and add it to the mixture,Mix,weak,0.5
lC8B_Yx6Qzg,validation,226,3,134,180,mix lemon juice olive oil garlic salt pepper and sumac,Season,good,1.0
lC8B_Yx6Qzg,validation,226,4,207,224,pour half of the liquid to the mixed vegetable,Mix,weak,0.5
lC8B_Yx6Qzg,validation,226,5,229,240,add wheat chips to the mixture,Mix,good,1.0
lC8B_Yx6Qzg,validation,226,6,240,247,pour the remaining of the dressing to the mixture,Mix,good,1.0
lEw8CgGjuGc,training,103,0,30,70,in a bowl mix ground beef blue cheese chives hot pepper sauce worcestershire sauce black pepper salt and mustard,Season,good,1.0
lEw8CgGjuGc,training,103,1,74,80,cover and refrigerate for 2 hours,Idle,weak,0.5
lEw8CgGjuGc,training,103,2,81,83,preheat grill for high heat,Bake,weak,0.5
lEw8CgGjuGc,training,103,3,84,91,gently form the burger mixture into about 12 patties,Mix,weak,0.5
lEw8CgGjuGc,training,103,4,105,113,grill patties 5 minutes per side with oil and serve,Cook-Heat,good,1.0
lFdRibsuiRk,training,202,0,15,30,add oil onion celery bell pepper and garlic to a pot,Season,good,1.0
lFdRibsuiRk,training,202,1,36,46,add cabbage cauliflower carrot and green beans to the pot,Prep,good,1.0
lFdRibsuiRk,training,202,2,54,72,add broth water tomato sauce tomatos kidney beans and a bay leaf to the pot,Season,weak,0.5
lFdRibsuiRk,training,202,3,72,81,cover and bring the soup to a boil,Cook-Heat,weak,0.5
lFdRibsuiRk,training,202,4,83,89,stir spinach into the soup,Mix,good,1.0
lFdRibsuiRk,training,202,6,95,100,top the soup with grated parmesan cheese,Plate,good,1.0
lH7pgsnyGrI,validation,316,0,90,106,chop fresh tofu into small cubes,Cut,good,1.0
lH7pgsnyGrI,validation,316,1,107,119,boil some water and add bonito flakes,Mix,weak,0.5
lH7pgsnyGrI,validation,316,3,142,184,add the tofu chunks and dissolve miso paste in the soup,Mix,good,1.0
lH7pgsnyGrI,validation,316,4,185,188,season with chopped green onions,Season,good,1.0
lKm5Ji1Fr4U,validation,122,2,112,168,add chopped tomatoes some salt basil leaves and pepper and stir the mixture,Season,weak,0.5
lKm5Ji1Fr4U,validation,122,3,169,185,blend the mixture using a blender,Mix,good,1.0
lKm5Ji1Fr4U,validation,122,4,190,204,add flour to the butter in a pan,Cook-Heat,weak,0.5
lKm5Ji1Fr4U,validation,122,5,204,216,cook the mixture in the pan until it turns light brown in color,Cook-Heat,good,1.0
lKm5Ji1Fr4U,validation,122,6,216,240,add strained tomato puree to the blond roux and stir the mixture continuously,Mix,good,1.0
lMNneVHjxk8,training,323,0,28,68,mix cooking wine hoisin sauce soy sauce red bean curd honey and spice powder,Season,good,1.0
lMNneVHjxk8,training,323,3,120,143,cut the roasted pork to small slices,Cut,good,1.0
lMNneVHjxk8,training,323,4,148,176,beat an egg and fry it to scrambled egg in a pan,Cook-Heat,good,1.0
lMNneVHjxk8,training,323,5,180,205,heat some oil in the pan and add chopped garlic and onion,Cook-Heat,good,1.0
lMNneVHjxk8,training,323,6,208,222,add diced carrot and green beans to the rice,Prep,good,1.0
lMNneVHjxk8,training,323,7,225,252,add the cooked pork the sauce and the scrambled eggs to the pan,Cook-Heat,good,1.0
lMNneVHjxk8,training,323,8,253,270,stir fry them well and serve,Cook-Heat,good,1.0
lQXNAjrNzus,training,212,0,40,45,add bacon and onions to a hot pan and stir,Cook-Heat,good,1.0
lQXNAjrNzus,training,212,1,50,58,add beef to the pan and stir,Cook-Heat,good,1.0
lQXNAjrNzus,training,212,2,70,82,peel potatoes and add to a pan of water,Cook-Heat,weak,0.5
lQXNAjrNzus,training,212,3,91,109,peel and chop parsnips and add to the pan of water,Prep,good,1.0
lQXNAjrNzus,training,212,4,130,142,add steak marinade and ketchup to the meat,Season,good,1.0
lQXNAjrNzus,training,212,5,146,149,add salt and pepper to the meat,Season,good,1.0
lRwMt_eHjxU,validation,401,1,38,64,add some chopped onion and ginger while stirring,Season,weak,0.5
lRwMt_eHjxU,validation,401,2,74,95,add cumin powder red chili powder and garlic powder and mix it well,Season,good,1.0
lRwMt_eHjxU,validation,401,3,99,134,add some chopped chicken breast and coat it with the mixture,Season,weak,0.5
lRwMt_eHjxU,validation,401,4,135,190,add some water and cover with a lid,Prep,weak,0.5
lRwMt_eHjxU,validation,401,5,191,217,remove the lid add some extra water and stir,Mix,good,1.0
lSq6y2F35ig,training,111,0,92,115,add diced apples in a large mixing bowl and toss with lemon juice,Mix,good,1.0
lSq6y2F35ig,training,111,2,153,172,toss until apple mixture is coated well,Mix,good,1.0
lSq6y2F35ig,training,111,3,179,182,add nuts to the waldorf salad,Mix,good,1.0
lSq6y2F35ig,training,111,4,182,191,toss the salad well and serve on a bed of lettuce,Mix,good,1.0
lYiKwaclCZQ,training,423,0,32,47,cut some ginger garlic and red chili,Season,good,1.0
lYiKwaclCZQ,training,423,1,65,87,add some oil and fish sauce and blend them in a blender,Mix,good,1.0
lYiKwaclCZQ,training,423,3,129,141,fry some paste in a pan with oil,Cook-Heat,good,1.0
lYiKwaclCZQ,training,423,6,220,247,add rice noodles sprouts chopped nuts coriander and  lemon juice to the pan,Season,weak,0.5
lYiKwaclCZQ,training,423,7,271,295,serve with some baked marinated shrimp and boiled eggs,Plate,good,1.0
lYsEShMFTaw,training,219,0,21,57,remove the outer leaves of cabbage and slice it up,Cut,good,1.0
lYsEShMFTaw,training,219,1,60,134,put the cabbage and salt in a bowl and massage it with hand,Season,weak,0.5
lYsEShMFTaw,training,219,2,161,308,put the cabbage in a jar and press firmly to the bottom,Prep,weak,0.5
lYsEShMFTaw,training,219,3,313,315,put the lid,Idle,good,1.0
lYsEShMFTaw,training,219,4,321,369,open the jar and press the cabbage,Prep,weak,0.5
lgg6luYfQ1w,training,116,0,53,90,spread the dough out on the pan,Mix,good,1.0
lgg6luYfQ1w,training,116,1,92,104,place the string cheese on the edges of the dough,Cut,weak,0.5
lgg6luYfQ1w,training,116,2,104,114,fold the dough over the cheese,Cut,weak,0.5
lgg6luYfQ1w,training,116,3,131,182,cut the edges and flip the crust over,Cut,good,1.0
lgg6luYfQ1w,training,116,4,185,216,spread the sauce on the dough,Mix,weak,0.5
lgg6luYfQ1w,training,116,7,296,299,bake the pizza in the oven,Bake,good,1.0
lgg6luYfQ1w,training,116,8,300,320,brush the crust with melted butter,Cook-Heat,weak,0.5
lgg6luYfQ1w,training,116,9,320,328,sprinkle garlic powder on the crust,Season,good,1.0
lhSHtL-fMYA,training,318,1,92,123,add curry water ginger and garlic to a bowl,Season,weak,0.5
lhSHtL-fMYA,training,318,2,142,214,add pepper flakes black pepper salt and curry powder to the bowl,Season,weak,0.5
lhSHtL-fMYA,training,318,3,214,250,add soy sauce mirin sesame oil honey and gochu chan to the bowl,Mix,good,1.0
lhSHtL-fMYA,training,318,5,274,285,cook the sweet potatoes and cabbage in the pan,Cook-Heat,good,1.0
lhSHtL-fMYA,training,318,6,304,307,add the green onions to the sweet potatoes,Prep,weak,0.5
lhSHtL-fMYA,training,318,7,317,330,add the chicken to the pot,Cook-Heat,good,1.0
lhSHtL-fMYA,training,318,8,335,342,add the cabbage to the pot and mix,Mix,good,1.0
liuwUS5H1qY,training,230,0,67,91,soak the bamboo skewers,Prep,weak,0.5
liuwUS5H1qY,training,230,1,104,154,poke some diced pineapple marinated shrimp bacon strips to the skewer,Cut,good,1.0
liuwUS5H1qY,training,230,2,159,254,grill the shrimp skewers,Cut,weak,0.5
ljyO7IaGWLY,validation,218,0,39,52,boil the potatoes in water,Prep,weak,0.5
ljyO7IaGWLY,validation,218,1,54,112,combine the flour butter and water,Mix,good,1.0
ljyO7IaGWLY,validation,218,2,119,134,knead the dough until soft,Mix,good,1.0
ljyO7IaGWLY,validation,218,3,145,163,mash the potatoes with butter and cheese,Cook-Heat,good,1.0
ljyO7IaGWLY,validation,218,4,181,199,divide the dough into smaller balls,Cut,weak,0.5
ljyO7IaGWLY,validation,218,5,200,214,roll the ball of dough out,Mix,weak,0.5
ljyO7IaGWLY,validation,218,6,214,247,cut out circles from the sheet of dough,Cut,good,1.0
ljyO7IaGWLY,validation,218,7,256,273,place the filling and spinach on the dough,Mix,good,1.0
ljyO7IaGWLY,validation,218,9,319,326,boil the pierogies in a pot of water,Prep,weak,0.5
ljyO7IaGWLY,validation,218,10,334,341,layer marinara sauce and pierogies,Season,weak,0.5
lkmVVQIsdEE,validation,311,0,52,75,cut the fish at an angle in thin slices,Cut,good,1.0
lkmVVQIsdEE,validation,311,1,82,100,cut the salmon into thin slices,Cut,good,1.0
lkmVVQIsdEE,validation,311,2,114,137,form the rice into a ball and drape the fish over it,Prep,weak,0.5
lkmVVQIsdEE,validation,311,3,172,186,take sushi rice form a little ball and drape it with tuna slice,Cut,good,1.0
ln77pskM4Es,training,229,0,38,63,put some drained soaked chickpeas in a food processor and add some garlic oil,Prep,good,1.0
ln77pskM4Es,training,229,1,64,100,add chopped onion parsley 1/2 spoon baking powder coriander and sea salt,Season,good,1.0
ln77pskM4Es,training,229,2,108,113,add some sauce of your favourite,Season,weak,0.5
ln77pskM4Es,training,229,3,123,153,blend everything in the food processor,Mix,good,1.0
ln77pskM4Es,training,229,4,173,183,take the falafel paste out in a bowl,Mix,weak,0.5
ln77pskM4Es,training,229,5,213,273,add some gluten free flour and mix it together,Mix,good,1.0
ln77pskM4Es,training,229,6,273,333,shape it into small balls by hand and fry on a baking tray with oil,Cook-Heat,weak,0.5
lqDgvgDkphY,training,409,0,29,46,add oil finagreek seeds bay leaves cloves and cinnamon to pot,Season,good,1.0
lqDgvgDkphY,training,409,1,47,75,add onions to pot and stir,Cook-Heat,weak,0.5
lqDgvgDkphY,training,409,2,76,107,add carrots cauliflower french beans and saute,Prep,weak,0.5
lqDgvgDkphY,training,409,3,108,126,add garlic paste and saute,Season,good,1.0
lqDgvgDkphY,training,409,4,127,156,add turmeric powder coriander powder and red chili powder and mix,Season,good,1.0
lqDgvgDkphY,training,409,5,157,180,add chopped tomatoes and mix,Mix,weak,0.5
lqDgvgDkphY,training,409,7,206,226,add water and salt and mix well,Season,weak,0.5
lqDgvgDkphY,training,409,8,228,238,cook with the lid on,Cook-Heat,weak,0.5
lrx9H0-W2Kk,training,224,0,30,45,add pepper and salt to the veal and mix,Season,good,1.0
lrx9H0-W2Kk,training,224,1,48,60,break two eggs into a bowl,Mix,good,1.0
lrx9H0-W2Kk,training,224,2,71,93,mix the egg and cover the meat in it,Mix,weak,0.5
lrx9H0-W2Kk,training,224,4,108,118,dip the meat in the egg once again,Cook-Heat,weak,0.5
lrx9H0-W2Kk,training,224,5,119,124,cover the meat with bread crumbs,Cut,good,1.0
lrx9H0-W2Kk,training,224,6,126,144,place the meat onto a hot pan of oil,Cook-Heat,good,1.0
lrx9H0-W2Kk,training,224,7,165,181,transfer the meat from the pan to a paper towel,Cook-Heat,weak,0.5
luDzsPatsGw,validation,214,0,48,167,cut the foie gras lobes,Cut,good,1.0
luDzsPatsGw,validation,214,2,194,200,mix sea salt pepper and spices,Season,good,1.0
luDzsPatsGw,validation,214,3,201,220,sprinkle the marinade powder on a plate,Season,weak,0.5
luDzsPatsGw,validation,214,5,381,392,pour some warm water in a baking tray,Bake,good,1.0
luDzsPatsGw,validation,214,6,399,418,place the tray in the oven,Bake,good,1.0
luDzsPatsGw,validation,214,8,470,499,cook in a bain marie,Cook-Heat,good,1.0
luDzsPatsGw,validation,214,9,516,532,remove the cooked foie gras from the oven,Bake,good,1.0
luS_76U4OCw,training,223,0,68,76,cut a piece of pork belly into strips,Cut,good,1.0
luS_76U4OCw,training,223,1,80,95,dice two yellow onions into small pieces,Cut,good,1.0
luS_76U4OCw,training,223,2,100,113,dice a couple carrots into small pieces,Cut,good,1.0
luS_76U4OCw,training,223,3,120,125,add the bacon to a hot pot,Cook-Heat,good,1.0
luS_76U4OCw,training,223,4,140,147,add chopped beef into the pan with salt and pepper,Season,weak,0.5
luS_76U4OCw,training,223,5,151,160,add the carrots and onions in the pan,Cook-Heat,good,1.0
luS_76U4OCw,training,223,7,183,189,add the beef back into pan along with the bacon,Cook-Heat,good,1.0
luS_76U4OCw,training,223,8,200,215,add brandy to the pot,Season,weak,0.5
luS_76U4OCw,training,223,10,241,249,place the pot in the oven,Bake,good,1.0
luS_76U4OCw,training,223,11,250,276,melt butter in a pan and add chopped mushrooms,Cook-Heat,good,1.0
luS_76U4OCw,training,223,12,288,305,add pearl onions to the pan,Cook-Heat,weak,0.5
luS_76U4OCw,training,223,13,317,325,add water to the pan and cover,Cook-Heat,good,1.0
luc3a5TQ6z4,training,114,0,25,51,add some salt to boiling water and add some potato chunks,Season,weak,0.5
luc3a5TQ6z4,training,114,1,53,64,chop some garlic into pieces,Cut,good,1.0
luc3a5TQ6z4,training,114,2,68,77,drain the boiled potatoes in a large bowl,Prep,weak,0.5
luc3a5TQ6z4,training,114,3,78,102,add some butter cheese powder and the chopped garlic,Cut,weak,0.5
luc3a5TQ6z4,training,114,4,103,132,add sugar and oregano powder and mash the potatoes,Season,weak,0.5
lwdypoLpMW4,validation,225,0,72,89,cook the celery and onions in a pot with oil,Cook-Heat,good,1.0
lwdypoLpMW4,validation,225,1,169,187,add the garlic and beans to the pot,Prep,weak,0.5
lwdypoLpMW4,validation,225,2,200,209,pour water into the pot,Cook-Heat,weak,0.5
lwdypoLpMW4,validation,225,4,271,276,add the pasta to the pot,Plate,good,1.0
lwdypoLpMW4,validation,225,5,280,298,add black pepper and salt to the soup,Season,good,1.0
lwdypoLpMW4,validation,225,6,325,331,place basil leaves in the soup,Plate,weak,0.5
lyjRwe9kGDg,training,119,0,24,55,chop some mushroom white onion ginger and garlic into pieces,Cut,good,1.0
lyjRwe9kGDg,training,119,1,58,64,preheat the oven to 350 f degree,Bake,good,1.0
lyjRwe9kGDg,training,119,2,70,93,add some oil to a pan and cook the chopped pieces in it,Cook-Heat,good,1.0
lyjRwe9kGDg,training,119,3,98,116,beat 2 eggs and whisk them add bread crumb and add the cooked stuff,Mix,good,1.0
lyjRwe9kGDg,training,119,4,117,151,add some milk tomato sauce mayo soy sauce salt and mix it well,Season,good,1.0
lyjRwe9kGDg,training,119,5,152,174,add the meat loaf and mix it well with hand,Mix,good,1.0
lyjRwe9kGDg,training,119,6,179,185,put the mixture in a baking pan,Mix,good,1.0
lyjRwe9kGDg,training,119,7,196,225,mix some tomato sauce brown sugar and mustard and pour to the baking pan,Cook-Heat,weak,0.5
lyjRwe9kGDg,training,119,8,228,245,cook the meat loaf in the oven for 10 minutes,Bake,good,1.0
m20wLqgdmLY,training,101,1,74,78,chop the cabbage and tomato to chunky slices,Cut,good,1.0
m20wLqgdmLY,training,101,2,80,85,cook some slices of bacon under the grill for 8-10 minutes,Cook-Heat,weak,0.5
m20wLqgdmLY,training,101,3,88,92,cut the cooked bacon into strips,Cut,good,1.0
m20wLqgdmLY,training,101,4,124,126,spread the mayo mixture on a piece of toast,Mix,weak,0.5
m20wLqgdmLY,training,101,5,127,138,put the bacon and the vegetables and then the other piece of toast on top,Cook-Heat,weak,0.5
m3kFrdCHitg,validation,413,0,12,23,add carrots radishes sugar salt to a vinegar to a bowl,Prep,weak,0.5
m3kFrdCHitg,validation,413,1,26,34,mix fish sauce oil and soy sauce in a bowl,Mix,good,1.0
m3kFrdCHitg,validation,413,2,35,41,pour the sauce over the bread,Mix,weak,0.5
m3kFrdCHitg,validation,413,3,43,47,spread mayonnaise on the bread,Mix,good,1.0
m3kFrdCHitg,validation,413,5,77,84,add vegetable mixture on top of the sandwich,Mix,weak,0.5
m6Fuxu5LjYg,training,105,0,56,89,add buttermilk egg salt and hot sauce and whisk,Mix,good,1.0
m6Fuxu5LjYg,training,105,1,90,111,add chicken to the mixture,Mix,weak,0.5
m6Fuxu5LjYg,training,105,2,127,129,whisk the flour mixture,Mix,good,1.0
m6Fuxu5LjYg,training,105,3,146,156,add salt paprika cayenne pepper onion garlic chili powder ground seed coriander and black pepper to the flour and mix well,Season,good,1.0
m6Fuxu5LjYg,training,105,5,176,184,dip the coated chicken in the buttermilk and the flour,Cook-Heat,weak,0.5
m6Fuxu5LjYg,training,105,6,194,204,heat vegetable oil in skillet,Cook-Heat,good,1.0
m6Fuxu5LjYg,training,105,7,205,255,fry the chicken,Cook-Heat,good,1.0
m6Fuxu5LjYg,training,105,8,256,264,drain the chicken,Cook-Heat,weak,0.5
m7eR6vTPCxE,training,203,1,38,66,add bread crumbs parmesan cheese soy sauce crushed garlic milk egg,Cut,weak,0.5
m7eR6vTPCxE,training,203,2,67,76,season with salt and pepper,Season,good,1.0
m7eR6vTPCxE,training,203,3,77,89,use hand to mix everything,Mix,good,1.0
m7eR6vTPCxE,training,203,4,92,114,take small portion of the mixture to shape into balls,Mix,good,1.0
m7eR6vTPCxE,training,203,5,116,120,add some oil to a preheated pan,Cook-Heat,good,1.0
m7eR6vTPCxE,training,203,6,120,138,put the balls in and cook in batches,Cook-Heat,weak,0.5
m7eR6vTPCxE,training,203,7,145,148,add some cooking oil to a preheated pan,Cook-Heat,good,1.0
m7eR6vTPCxE,training,203,8,150,162,add onions garlic and saute,Season,weak,0.5
m7eR6vTPCxE,training,203,9,165,180,add pasta sauce a little water and season with basil,Season,good,1.0
m7eR6vTPCxE,training,203,10,181,193,add sugar pepper and the bell peppers,Season,good,1.0
m7eR6vTPCxE,training,203,11,194,198,stir and cook to a boil,Cook-Heat,good,1.0
m7eR6vTPCxE,training,203,12,205,215,add the balls in it and cook with lid covered,Cook-Heat,good,1.0
m7eR6vTPCxE,training,203,13,219,224,boil some spaghetti in the water,Cook-Heat,weak,0.5
m7eR6vTPCxE,training,203,14,233,247,pour the sauce on the cooked pasta and place meat balls on top,Plate,good,1.0
m88rF0rwHo8,validation,403,0,58,95,put oil on the pan and stir fry the tofu and onion,Cook-Heat,good,1.0
m88rF0rwHo8,validation,403,1,95,110,add prawns to the pan and cook the prawns,Cook-Heat,good,1.0
m88rF0rwHo8,validation,403,3,122,145,add sugar diced radish and water,Prep,weak,0.5
m88rF0rwHo8,validation,403,4,169,175,crack eggs into the pan,Cook-Heat,good,1.0
m88rF0rwHo8,validation,403,5,181,192,mix the ingredients in the pan together,Mix,good,1.0
m88rF0rwHo8,validation,403,6,192,214,add sliced spring onion and handful of beansprout and mix all ingredients together,Season,weak,0.5
m9gNbLw0Dcg,validation,401,0,72,85,add oil to a wok,Cook-Heat,good,1.0
m9gNbLw0Dcg,validation,401,1,88,136,mix curd onion paste salt sugar chili powder tumeric garlic paste and chili paste together,Season,good,1.0
m9gNbLw0Dcg,validation,401,2,140,151,fry onion in a pan,Cook-Heat,good,1.0
m9gNbLw0Dcg,validation,401,3,154,164,add the mixture and the chicken to the pan,Cook-Heat,weak,0.5
m9gNbLw0Dcg,validation,401,4,180,193,add water to the pan,Cook-Heat,good,1.0
mKIvvx1SwmQ,training,127,0,81,85,place the beans in the center of the tortilla,Prep,good,1.0
mKIvvx1SwmQ,training,127,1,105,108,pour ketchup and sriracha sauce onto the beans,Season,weak,0.5
mKIvvx1SwmQ,training,127,2,111,119,add onions and cheddar cheese to the burrito,Cut,good,1.0
mKIvvx1SwmQ,training,127,3,123,146,tuck the sides of the buritto in and roll,Cut,weak,0.5
mNhj7SA7c4g,validation,401,1,85,88,add salt to the pan,Season,good,1.0
mNhj7SA7c4g,validation,401,2,110,134,add the spices to the pan and mix,Season,weak,0.5
mNhj7SA7c4g,validation,401,3,137,155,mix tomatoes in,Mix,good,1.0
mNhj7SA7c4g,validation,401,4,162,186,mix the chicken in,Mix,weak,0.5
mNhj7SA7c4g,validation,401,5,195,202,add water to the curry,Cook-Heat,weak,0.5
mNhj7SA7c4g,validation,401,6,212,232,add mustard to the pan and then the onion,Cook-Heat,weak,0.5
mNhj7SA7c4g,validation,401,7,254,269,add the pan ingredients and coriander to the curry,Cook-Heat,good,1.0
mR0inCVvBzY,validation,214,0,58,100,cut the foie gras into slices,Cut,good,1.0
mR0inCVvBzY,validation,214,1,107,132,melt the butter in a pan,Cook-Heat,good,1.0
mR0inCVvBzY,validation,214,2,137,162,cook the apple slices in the pan,Cook-Heat,good,1.0
mR0inCVvBzY,validation,214,3,194,208,cook the foie gras in the pan,Cook-Heat,weak,0.5
